"","subnum","condition","task","order","trial","interference","date","max","exponent","threshold","correct","rt1","rt2","r","addends","sum","digits","int_score","trial_time","dot","dob","age","gender","abacus_q","finger.counter","male","gender.12"
"311",4,"stillhands","stillhands",1,10,0,"20130709T140440",8.59,1.2,6,1,8.88,9.84,25,1,25,"8  9  8",-1,12.7,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"327",4,"stillhands","stillhands",1,12,0,"20130709T140440",12.1,1.2,8,1,5.56,6.24,18,1,18,"11   1   6",-1,9.17,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"328",4,"stillhands","stillhands",1,13,0,"20130709T140440",14,1.2,9,1,19.24,19.97,31,1,31,"9   9  13",-1,23,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"329",4,"stillhands","stillhands",1,14,0,"20130709T140440",15.8,1.2,10,0,5.65,6.54,19,1,29,"1  16  12",-1,9.47,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"367",4,"stillhands","stillhands",1,24,0,"20130709T140440",19.7,1.2,12,1,12.95,13.6,42,1,42,"19  19   4",-1,16.7,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"371",4,"stillhands","stillhands",1,15,0,"20130709T140440",14,1.2,9,1,17.74,18.37,28,1,28,"3  11  14",-1,21.4,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"372",4,"stillhands","stillhands",1,16,0,"20130709T140440",15.8,1.2,10,1,16.36,17.19,42,1,42,"15  11  16",-1,20.3,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"373",4,"stillhands","stillhands",1,17,0,"20130709T140440",17.8,1.2,11,0,19.56,20.37,37,1,38,"7  14  17",-1,23.6,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"374",4,"stillhands","stillhands",1,18,0,"20130709T140440",15.8,1.2,10,0,20.76,21.46,38,1,41,"17   8  16",-1,24.5,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"375",4,"stillhands","stillhands",1,19,0,"20130709T140440",14,1.2,9,1,28.83,29.51,24,1,24,"13   7   4",-1,32.6,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"376",4,"stillhands","stillhands",1,20,0,"20130709T140440",15.8,1.2,10,1,23.77,24.53,29,1,29,"9  16   4",-1,27.6,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"377",4,"stillhands","stillhands",1,21,0,"20130709T140440",17.8,1.2,11,1,10.93,11.81,38,1,38,"17  17   4",-1,15.1,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"378",4,"stillhands","stillhands",1,22,0,"20130709T140440",19.7,1.2,12,0,9.27,10.04,41,1,31,"19   2  10",-1,12.9,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"379",4,"stillhands","stillhands",1,23,0,"20130709T140440",17.8,1.2,11,1,12.36,12.91,46,1,46,"18  18  10",-1,15.9,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"395",4,"stillhands","stillhands",1,25,0,"20130709T140440",21.7,1.2,13,0,30,30.1,-1,1,51,"8  22  21",-1,33.2,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"298",4,"interference","interference",4,11,1,"20130709T143706",14,1.2,9,1,2.48,3.1,34,1,34,"10  10  14",98,9.69,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"302",4,"interference","interference",4,14,1,"20130709T143706",19.7,1.2,12,1,8.99,9.67,48,1,48,"20   9  19",96,16.4,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"312",4,"interference","interference",4,24,1,"20130709T143706",27.9,1.2,16,0,30,30.15,66,1,52,"24   1  27",97,36.9,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"313",4,"interference","interference",4,12,1,"20130709T143706",15.8,1.2,10,1,20.45,21.31,29,1,29,"4   9  16",100,28,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"314",4,"interference","interference",4,13,1,"20130709T143706",17.8,1.2,11,1,22.44,23.29,37,1,37,"1  17  19",97,30.1,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"330",4,"interference","interference",4,15,1,"20130709T143706",21.7,1.2,13,1,9.82,10.76,44,1,44,"1  22  21",97,17.5,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"331",4,"interference","interference",4,16,1,"20130709T143706",23.7,1.2,14,0,10.4,11.17,53,1,51,"22  25   4",95,18.1,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"332",4,"interference","interference",4,17,1,"20130709T143706",21.7,1.2,13,1,13.29,14.14,40,1,40,"21  18   1",95,21,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"333",4,"interference","interference",4,18,1,"20130709T143706",23.7,1.2,14,1,20.08,21,46,1,46,"24  18   4",94,27.9,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"334",4,"interference","interference",4,19,1,"20130709T143706",25.8,1.2,15,1,24.11,24.88,47,1,47,"8  25  14",102,31.6,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"335",4,"interference","interference",4,20,1,"20130709T143706",27.9,1.2,16,0,20.35,21.19,52,1,49,"5  27  17",96,28.1,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"336",4,"interference","interference",4,21,1,"20130709T143706",25.8,1.2,15,1,4.16,5.2,71,1,71,"25  21  25",93,12.2,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"337",4,"interference","interference",4,22,1,"20130709T143706",27.9,1.2,16,0,24.17,25.07,81,1,71,"28  15  28",101,31.9,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"338",4,"interference","interference",4,23,1,"20130709T143706",25.8,1.2,15,1,21.78,22.48,49,1,49,"10  12  27",96,29.1,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"360",4,"interference","interference",4,4,1,"20130709T143706",2.3,1.2,2,1,2.44,2.92,5,1,5,"1  2  2",97,9.35,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"361",4,"interference","interference",4,5,1,"20130709T143706",3.74,1.2,3,1,1.66,2.72,10,1,10,"4  3  3",99,9.44,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"362",4,"interference","interference",4,6,1,"20130709T143706",5.28,1.2,4,1,1.91,2.62,11,1,11,"5  3  3",90,9.37,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"363",4,"interference","interference",4,7,1,"20130709T143706",6.9,1.2,5,1,1.84,2.62,19,1,19,"6  6  7",97,9.36,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"364",4,"interference","interference",4,8,1,"20130709T143706",8.59,1.2,6,1,8.06,8.68,18,1,18,"2  8  8",92,15.1,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"365",4,"interference","interference",4,9,1,"20130709T143706",10.3,1.2,7,1,2.28,3.01,18,1,18,"10   7   1",101,9.66,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"366",4,"interference","interference",4,10,1,"20130709T143706",12.1,1.2,8,1,12.79,13.34,23,1,23,"12   5   6",98,20,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"381",4,"interference","interference",4,25,1,"20130709T143706",25.8,1.2,15,1,20.22,21.3,49,1,49,"25  15   9",101,28.3,"7/9/13","4/24/01",12.20807666,"F","no",0,0,1
"470",5,"baseline","baseline",1,4,0,"20130711T131559",2.3,1.2,2,1,0.95,1.68,5,1,5,"2  2  1",-1,4.24,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"471",5,"baseline","baseline",1,5,0,"20130711T131559",3.74,1.2,3,1,2.29,2.87,9,1,9,"4  2  3",-1,5.73,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"472",5,"baseline","baseline",1,6,0,"20130711T131559",5.28,1.2,4,1,0.95,1.47,8,1,8,"1  3  4",-1,4.45,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"473",5,"baseline","baseline",1,7,0,"20130711T131559",6.9,1.2,5,1,7.48,8.2,18,1,18,"5  6  7",-1,11.4,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"474",5,"baseline","baseline",1,8,0,"20130711T131559",8.59,1.2,6,1,1.66,2.27,20,1,20,"6  5  9",-1,5.28,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"475",5,"baseline","baseline",1,9,0,"20130711T131559",10.3,1.2,7,1,0.68,1.18,20,1,20,"5  10   5",-1,4.49,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"476",5,"baseline","baseline",1,10,0,"20130711T131559",12.1,1.2,8,1,1.38,1.97,22,1,22,"6   4  12",-1,5.28,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"477",5,"baseline","baseline",1,11,0,"20130711T131559",14,1.2,9,1,2.27,2.87,23,1,23,"13   3   7",-1,5.99,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"478",5,"baseline","baseline",1,12,0,"20130711T131559",15.8,1.2,10,1,1.82,2.75,34,1,34,"10  16   8",-1,5.95,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"479",5,"baseline","baseline",1,13,0,"20130711T131559",17.8,1.2,11,1,2.1,2.88,28,1,28,"5  19   4",-1,6.18,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"480",5,"baseline","baseline",1,14,0,"20130711T131559",19.7,1.2,12,1,3.24,3.97,38,1,38,"20   5  13",-1,7.12,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"481",5,"baseline","baseline",1,15,0,"20130711T131559",21.7,1.2,13,1,1.99,2.57,33,1,33,"1  22  10",-1,5.47,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"482",5,"baseline","baseline",1,16,0,"20130711T131559",23.7,1.2,14,1,2.66,3.27,65,1,65,"21  19  25",-1,6.61,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"483",5,"baseline","baseline",1,17,0,"20130711T131559",25.8,1.2,15,1,3.39,4.25,37,1,37,"1   9  27",-1,7.27,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"484",5,"baseline","baseline",1,18,0,"20130711T131559",27.9,1.2,16,1,7.88,8.64,55,1,55,"20  27   8",-1,11.5,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"485",5,"baseline","baseline",1,19,0,"20130711T131559",30,1.2,17,1,7.02,7.74,64,1,64,"8  27  29",-1,10.7,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"486",5,"baseline","baseline",1,20,0,"20130711T131559",32.1,1.2,18,1,4.81,5.45,91,1,91,"31  31  29",-1,8.56,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"487",5,"baseline","baseline",1,21,0,"20130711T131559",34.2,1.2,19,1,6.13,6.84,53,1,53,"15   5  33",-1,9.98,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"488",5,"baseline","baseline",1,22,0,"20130711T131559",36.4,1.2,20,0,16.74,17.48,83,1,65,"37  22   6",-1,20.7,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"489",5,"baseline","baseline",1,23,0,"20130711T131559",34.2,1.2,19,1,6.52,7.04,62,1,62,"22   6  34",-1,10.1,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"490",5,"baseline","baseline",1,24,0,"20130711T131559",36.4,1.2,20,0,9.62,10.42,57,1,58,"21  35   2",-1,13.4,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"491",5,"baseline","baseline",1,25,0,"20130711T131559",34.2,1.2,19,1,5.05,6.04,56,1,56,"3  20  33",-1,9.02,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"492",5,"baseline","baseline",1,26,0,"20130711T131559",36.4,1.2,20,1,8.79,9.53,60,1,60,"9  14  37",-1,12.7,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"493",5,"baseline","baseline",1,27,0,"20130711T131559",38.6,1.2,21,0,16.51,17.37,100,1,106,"28  39  39",-1,20.5,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"494",5,"baseline","baseline",1,28,0,"20130711T131559",36.4,1.2,20,1,9.41,10.02,93,1,93,"28  35  30",-1,13,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"495",5,"baseline","baseline",1,29,0,"20130711T131559",38.6,1.2,21,1,13.74,14.4,58,1,58,"14   5  39",-1,17.6,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"496",5,"baseline","baseline",1,30,0,"20130711T131559",40.8,1.2,22,1,2.05,2.87,48,1,48,"40   1   7",-1,5.86,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"497",5,"baseline","baseline",1,31,0,"20130711T131559",43.1,1.2,23,0,4.66,5.24,82,1,72,"42   9  21",-1,8.39,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"498",5,"baseline","baseline",1,32,0,"20130711T131559",40.8,1.2,22,1,9.77,12.21,83,1,83,"35  41   7",-1,15.3,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"499",5,"baseline","baseline",1,33,0,"20130711T131559",43.1,1.2,23,1,11.99,12.9,118,1,118,"38  37  43",-1,16.3,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"500",5,"baseline","baseline",1,34,0,"20130711T131559",45.3,1.2,24,1,14.36,15.18,91,1,91,"11  44  36",-1,18.4,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"451",5,"blindfold","blindfold",4,5,0,"20130711T134859",2.3,1.2,2,1,1.76,2.17,4,1,4,"1  1  2",-1,4.85,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"452",5,"blindfold","blindfold",4,6,0,"20130711T134859",3.74,1.2,3,1,2.95,3.26,5,1,5,"1  3  1",-1,6.09,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"453",5,"blindfold","blindfold",4,7,0,"20130711T134859",5.28,1.2,4,1,1.72,2.27,11,1,11,"2  5  4",-1,5.18,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"454",5,"blindfold","blindfold",4,8,0,"20130711T134859",6.9,1.2,5,1,1.56,2.16,18,1,18,"6  6  6",-1,5.15,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"455",5,"blindfold","blindfold",4,9,0,"20130711T134859",8.59,1.2,6,1,2.25,2.77,16,1,16,"6  2  8",-1,5.51,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"456",5,"blindfold","blindfold",4,10,0,"20130711T134859",10.3,1.2,7,1,1.65,2.27,14,1,14,"2  10   2",-1,4.76,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"457",5,"blindfold","blindfold",4,11,0,"20130711T134859",12.1,1.2,8,1,9.44,10.12,31,1,31,"9   9  13",-1,13.3,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"458",5,"blindfold","blindfold",4,12,0,"20130711T134859",14,1.2,9,1,9.7,10.52,29,1,29,"5  14  10",-1,13.8,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"459",5,"blindfold","blindfold",4,13,0,"20130711T134859",15.8,1.2,10,1,2.1,2.77,40,1,40,"10  15  15",-1,6,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"460",5,"blindfold","blindfold",4,14,0,"20130711T134859",17.8,1.2,11,1,3.73,4.55,38,1,38,"18   2  18",-1,7.54,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"507",5,"blindfold","blindfold",4,19,0,"20130711T134859",27.9,1.2,16,1,7.29,7.94,56,1,56,"2  25  29",-1,10.8,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"508",5,"blindfold","blindfold",4,20,0,"20130711T134859",30,1.2,17,1,5.36,6.04,46,1,46,"30  15   1",-1,8.94,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"509",5,"blindfold","blindfold",4,21,0,"20130711T134859",32.1,1.2,18,0,14.04,14.68,90,1,80,"25  31  24",-1,17.8,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"510",5,"blindfold","blindfold",4,22,0,"20130711T134859",30,1.2,17,1,15.18,15.89,66,1,66,"28  29   9",-1,18.8,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"511",5,"blindfold","blindfold",4,23,0,"20130711T134859",32.1,1.2,18,1,4.29,5.25,38,1,38,"31   1   6",-1,8.21,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"512",5,"blindfold","blindfold",4,24,0,"20130711T134859",34.2,1.2,19,1,26.33,26.9,62,1,62,"15  14  33",-1,30.1,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"513",5,"blindfold","blindfold",4,25,0,"20130711T134859",36.4,1.2,20,1,13.33,14.19,50,1,50,"37   2  11",-1,17.1,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"514",5,"blindfold","blindfold",4,26,0,"20130711T134859",38.6,1.2,21,1,10.2,10.82,83,1,83,"38   6  39",-1,13.9,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"515",5,"blindfold","blindfold",4,27,0,"20130711T134859",40.8,1.2,22,0,30,30.08,-1,1,79,"12  41  26",-1,33.2,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"516",5,"blindfold","blindfold",4,28,0,"20130711T134859",38.6,1.2,21,0,18.79,19.56,101,1,91,"29  22  40",-1,22.5,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"517",5,"blindfold","blindfold",4,29,0,"20130711T134859",36.4,1.2,20,0,30,30.08,-1,1,71,"22  37  12",-1,33.2,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"518",5,"blindfold","blindfold",4,30,0,"20130711T134859",34.2,1.2,19,0,15.43,16.08,88,1,58,"19  33   6",-1,19.1,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"519",5,"blindfold","blindfold",4,31,0,"20130711T134859",32.1,1.2,18,1,11.42,12.01,69,1,69,"33   8  28",-1,14.9,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"520",5,"blindfold","blindfold",4,32,0,"20130711T134859",34.2,1.2,19,0,15.44,16.17,119,1,99,"33  31  35",-1,19.3,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"521",5,"blindfold","blindfold",4,33,0,"20130711T134859",32.1,1.2,18,1,9.38,10.51,56,1,56,"33  22   1",-1,13.4,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"522",5,"blindfold","blindfold",4,34,0,"20130711T134859",34.2,1.2,19,1,8.11,8.73,68,1,68,"3  33  32",-1,11.8,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"523",5,"blindfold","blindfold",4,35,0,"20130711T134859",36.4,1.2,20,0,9.73,10.92,90,1,97,"37  27  33",-1,14.1,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"545",5,"blindfold","blindfold",4,16,0,"20130711T134859",21.7,1.2,13,1,4.49,5.15,63,1,63,"22  21  20",-1,8.23,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"546",5,"blindfold","blindfold",4,17,0,"20130711T134859",23.7,1.2,14,1,3.93,4.75,38,1,38,"25  10   3",-1,7.75,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"547",5,"blindfold","blindfold",4,18,0,"20130711T134859",25.8,1.2,15,1,6.63,7.33,65,1,65,"25  13  27",-1,10.5,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"552",5,"blindfold","blindfold",4,15,0,"20130711T134859",19.7,1.2,12,1,6.83,7.64,28,1,28,"5   2  21",-1,10.7,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"430",5,"stillhands","stillhands",3,4,0,"20130711T133810",2.3,1.2,2,1,0.93,1.29,6,1,6,"2  2  2",-1,3.85,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"431",5,"stillhands","stillhands",3,5,0,"20130711T133810",3.74,1.2,3,1,7.95,8.42,9,1,9,"4  3  2",-1,11.2,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"432",5,"stillhands","stillhands",3,6,0,"20130711T133810",5.28,1.2,4,1,3.64,4.06,8,1,8,"2  5  1",-1,6.9,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"433",5,"stillhands","stillhands",3,7,0,"20130711T133810",6.9,1.2,5,1,1.82,2.37,13,1,13,"6  4  3",-1,5.27,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"434",5,"stillhands","stillhands",3,8,0,"20130711T133810",8.59,1.2,6,1,6.63,7.23,17,1,17,"5  3  9",-1,10.2,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"437",5,"stillhands","stillhands",3,11,0,"20130711T133810",10.3,1.2,7,0,4.66,5.25,15,1,17,"7  1  9",-1,8.26,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"438",5,"stillhands","stillhands",3,12,0,"20130711T133810",8.59,1.2,6,1,4.65,5.26,25,1,25,"10   6   9",-1,8.23,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"439",5,"stillhands","stillhands",3,13,0,"20130711T133810",10.3,1.2,7,1,5.49,5.93,22,1,22,"8  10   4",-1,8.88,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"440",5,"stillhands","stillhands",3,14,0,"20130711T133810",12.1,1.2,8,1,10.65,11.22,26,1,26,"3  12  11",-1,14.2,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"441",5,"stillhands","stillhands",3,15,0,"20130711T133810",14,1.2,9,1,3.96,4.75,34,1,34,"14  15   5",-1,7.91,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"442",5,"stillhands","stillhands",3,16,0,"20130711T133810",15.8,1.2,10,1,2.45,2.96,30,1,30,"12  15   3",-1,5.87,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"443",5,"stillhands","stillhands",3,17,0,"20130711T133810",17.8,1.2,11,1,6.67,7.25,40,1,40,"18  17   5",-1,10.4,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"444",5,"stillhands","stillhands",3,18,0,"20130711T133810",19.7,1.2,12,1,15.23,15.98,37,1,37,"19   5  13",-1,19.1,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"445",5,"stillhands","stillhands",3,19,0,"20130711T133810",21.7,1.2,13,1,18.31,18.96,53,1,53,"23  19  11",-1,22,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"446",5,"stillhands","stillhands",3,20,0,"20130711T133810",23.7,1.2,14,1,3.27,4.17,40,1,40,"8   8  24",-1,7.16,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"447",5,"stillhands","stillhands",3,21,0,"20130711T133810",25.8,1.2,15,1,5.44,5.94,50,1,50,"25  16   9",-1,9.02,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"448",5,"stillhands","stillhands",3,9,0,"20130711T133810",10.3,1.2,7,0,1.68,2.27,22,1,21,"1  10  10",-1,5.07,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"449",5,"stillhands","stillhands",3,10,0,"20130711T133810",8.59,1.2,6,1,7.61,8.13,22,1,22,"8  5  9",-1,11.1,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"530",5,"stillhands","stillhands",3,22,0,"20130711T133810",27.9,1.2,16,1,6.2,6.85,54,1,54,"14  13  27",-1,10,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"531",5,"stillhands","stillhands",3,23,0,"20130711T133810",30,1.2,17,0,17.76,18.47,71,1,68,"23  14  31",-1,21.6,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"532",5,"stillhands","stillhands",3,24,0,"20130711T133810",27.9,1.2,16,1,19.54,20.15,69,1,69,"28  13  28",-1,23.1,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"538",5,"stillhands","stillhands",3,29,0,"20130711T133810",30,1.2,17,1,2.12,2.58,60,1,60,"30  24   6",-1,5.56,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"539",5,"stillhands","stillhands",3,30,0,"20130711T133810",32.1,1.2,18,1,4.96,5.46,91,1,91,"31  31  29",-1,8.47,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"540",5,"stillhands","stillhands",3,31,0,"20130711T133810",34.2,1.2,19,1,3.94,4.36,56,1,56,"20  33   3",-1,7.27,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"541",5,"stillhands","stillhands",3,32,0,"20130711T133810",36.4,1.2,20,1,17.49,18.17,72,1,72,"17  37  18",-1,21.5,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"542",5,"stillhands","stillhands",3,33,0,"20130711T133810",38.6,1.2,21,1,8.45,9.32,78,1,78,"4  38  36",-1,12.4,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"548",5,"stillhands","stillhands",3,26,0,"20130711T133810",32.1,1.2,18,1,12.76,13.49,56,1,56,"2  21  33",-1,16.5,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"549",5,"stillhands","stillhands",3,27,0,"20130711T133810",34.2,1.2,19,0,17.14,18.07,90,1,80,"13  34  33",-1,21.1,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"550",5,"stillhands","stillhands",3,28,0,"20130711T133810",32.1,1.2,18,0,20.7,21.44,87,1,80,"26  21  33",-1,24.6,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"551",5,"stillhands","stillhands",3,34,0,"20130711T133810",40.8,1.2,22,1,15.54,16.18,92,1,92,"18  42  32",-1,19.3,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"553",5,"stillhands","stillhands",3,25,0,"20130711T133810",30,1.2,17,1,6.9,7.64,78,1,78,"30  25  23",-1,10.7,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"405",5,"interference","interference",2,6,1,"20130711T132701",5.28,1.2,4,1,5.35,6.2,12,1,12,"6  2  4",96,8.63,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"406",5,"interference","interference",2,7,1,"20130711T132701",6.9,1.2,5,1,3.05,3.9,14,1,14,"1  5  8",98,6.28,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"407",5,"interference","interference",2,8,1,"20130711T132701",8.59,1.2,6,1,3.59,4.43,20,1,20,"4  8  8",100,6.78,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"408",5,"interference","interference",2,9,1,"20130711T132701",10.3,1.2,7,1,7.25,8.16,21,1,21,"9  8  4",99,10.6,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"409",5,"interference","interference",2,10,1,"20130711T132701",12.1,1.2,8,1,8.31,9.28,18,1,18,"12   5   1",101,11.7,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"410",5,"interference","interference",2,11,1,"20130711T132701",14,1.2,9,1,7.78,8.49,26,1,26,"15   1  10",97,11,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"411",5,"interference","interference",2,12,1,"20130711T132701",15.8,1.2,10,1,7,7.78,40,1,40,"16  17   7",97,10.6,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"412",5,"interference","interference",2,13,1,"20130711T132701",17.8,1.2,11,1,11.26,12.08,38,1,38,"14   7  17",98,15,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"413",5,"interference","interference",2,5,1,"20130711T132701",3.74,1.2,3,1,2.4,2.95,8,1,8,"3  3  2",97,5.23,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"414",5,"interference","interference",2,19,1,"20130711T132701",21.7,1.2,13,1,3.25,4.04,43,1,43,"23   1  19",95,6.7,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
